2021-02-05 15:34:11 INFO  SparkContext:54 - Running Spark version 2.2.3
2021-02-05 15:34:12 WARN  NativeCodeLoader:62 - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2021-02-05 15:34:12 INFO  SparkContext:54 - Submitted application: Project
2021-02-05 15:34:12 INFO  SecurityManager:54 - Changing view acls to: root
2021-02-05 15:34:12 INFO  SecurityManager:54 - Changing modify acls to: root
2021-02-05 15:34:12 INFO  SecurityManager:54 - Changing view acls groups to: 
2021-02-05 15:34:12 INFO  SecurityManager:54 - Changing modify acls groups to: 
2021-02-05 15:34:12 INFO  SecurityManager:54 - SecurityManager: authentication disabled; ui acls disabled; users  with view permissions: Set(root); groups with view permissions: Set(); users  with modify permissions: Set(root); groups with modify permissions: Set()
2021-02-05 15:34:13 INFO  Utils:54 - Successfully started service 'sparkDriver' on port 35145.
2021-02-05 15:34:13 INFO  SparkEnv:54 - Registering MapOutputTracker
2021-02-05 15:34:13 INFO  SparkEnv:54 - Registering BlockManagerMaster
2021-02-05 15:34:13 INFO  BlockManagerMasterEndpoint:54 - Using org.apache.spark.storage.DefaultTopologyMapper for getting topology information
2021-02-05 15:34:13 INFO  BlockManagerMasterEndpoint:54 - BlockManagerMasterEndpoint up
2021-02-05 15:34:13 INFO  DiskBlockManager:54 - Created local directory at /tmp/blockmgr-114c88d5-6dd6-4d69-bc71-50667da2de92
2021-02-05 15:34:13 INFO  MemoryStore:54 - MemoryStore started with capacity 884.7 MB
2021-02-05 15:34:13 INFO  SparkEnv:54 - Registering OutputCommitCoordinator
2021-02-05 15:34:13 INFO  DiskBlockManager:54 - Shutdown hook called
2021-02-05 15:34:13 INFO  ShutdownHookManager:54 - Shutdown hook called
2021-02-05 15:34:13 INFO  ShutdownHookManager:54 - Deleting directory /tmp/spark-e2c2735a-c3a5-44e7-b6e2-cb7cc2bcd23b/userFiles-d147ed0c-9e92-41b0-8070-6a69b4ffccf2
2021-02-05 15:34:13 INFO  ShutdownHookManager:54 - Deleting directory /tmp/spark-e2c2735a-c3a5-44e7-b6e2-cb7cc2bcd23b
2021-02-05 15:34:24 INFO  SparkContext:54 - Running Spark version 2.2.3
2021-02-05 15:34:25 WARN  NativeCodeLoader:62 - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2021-02-05 15:34:25 INFO  SparkContext:54 - Submitted application: Project
2021-02-05 15:34:25 INFO  SecurityManager:54 - Changing view acls to: root
2021-02-05 15:34:25 INFO  SecurityManager:54 - Changing modify acls to: root
2021-02-05 15:34:25 INFO  SecurityManager:54 - Changing view acls groups to: 
2021-02-05 15:34:25 INFO  SecurityManager:54 - Changing modify acls groups to: 
2021-02-05 15:34:25 INFO  SecurityManager:54 - SecurityManager: authentication disabled; ui acls disabled; users  with view permissions: Set(root); groups with view permissions: Set(); users  with modify permissions: Set(root); groups with modify permissions: Set()
2021-02-05 15:34:26 INFO  Utils:54 - Successfully started service 'sparkDriver' on port 40173.
2021-02-05 15:34:26 INFO  SparkEnv:54 - Registering MapOutputTracker
2021-02-05 15:34:26 INFO  SparkEnv:54 - Registering BlockManagerMaster
2021-02-05 15:34:26 INFO  BlockManagerMasterEndpoint:54 - Using org.apache.spark.storage.DefaultTopologyMapper for getting topology information
2021-02-05 15:34:26 INFO  BlockManagerMasterEndpoint:54 - BlockManagerMasterEndpoint up
2021-02-05 15:34:26 INFO  DiskBlockManager:54 - Created local directory at /tmp/blockmgr-7d6ab545-52ca-4a61-b6b9-66d2f050f018
2021-02-05 15:34:26 INFO  MemoryStore:54 - MemoryStore started with capacity 884.7 MB
2021-02-05 15:34:26 INFO  SparkEnv:54 - Registering OutputCommitCoordinator
2021-02-05 15:34:26 INFO  DiskBlockManager:54 - Shutdown hook called
2021-02-05 15:34:26 INFO  ShutdownHookManager:54 - Shutdown hook called
2021-02-05 15:34:26 INFO  ShutdownHookManager:54 - Deleting directory /tmp/spark-25ebbb52-0a87-4726-b201-31021c985dd0
2021-02-05 15:34:26 INFO  ShutdownHookManager:54 - Deleting directory /tmp/spark-25ebbb52-0a87-4726-b201-31021c985dd0/userFiles-c482c5f1-568f-45ac-abf2-5d435da57d8c
2021-02-05 15:48:47 INFO  SparkContext:54 - Running Spark version 2.3.2
2021-02-05 15:48:48 WARN  NativeCodeLoader:62 - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2021-02-05 15:48:48 INFO  SparkContext:54 - Submitted application: Project
2021-02-05 15:48:48 INFO  SecurityManager:54 - Changing view acls to: root
2021-02-05 15:48:48 INFO  SecurityManager:54 - Changing modify acls to: root
2021-02-05 15:48:48 INFO  SecurityManager:54 - Changing view acls groups to: 
2021-02-05 15:48:48 INFO  SecurityManager:54 - Changing modify acls groups to: 
2021-02-05 15:48:48 INFO  SecurityManager:54 - SecurityManager: authentication disabled; ui acls disabled; users  with view permissions: Set(root); groups with view permissions: Set(); users  with modify permissions: Set(root); groups with modify permissions: Set()
2021-02-05 15:48:49 INFO  Utils:54 - Successfully started service 'sparkDriver' on port 39387.
2021-02-05 15:48:49 INFO  SparkEnv:54 - Registering MapOutputTracker
2021-02-05 15:48:49 INFO  SparkEnv:54 - Registering BlockManagerMaster
2021-02-05 15:48:49 INFO  BlockManagerMasterEndpoint:54 - Using org.apache.spark.storage.DefaultTopologyMapper for getting topology information
2021-02-05 15:48:49 INFO  BlockManagerMasterEndpoint:54 - BlockManagerMasterEndpoint up
2021-02-05 15:48:49 INFO  DiskBlockManager:54 - Created local directory at /tmp/blockmgr-5191a0a0-6f85-4a52-bbf0-be13bf8a8486
2021-02-05 15:48:49 INFO  MemoryStore:54 - MemoryStore started with capacity 884.7 MB
2021-02-05 15:48:49 INFO  SparkEnv:54 - Registering OutputCommitCoordinator
2021-02-05 15:48:49 INFO  log:192 - Logging initialized @3886ms
2021-02-05 15:48:49 INFO  Server:351 - jetty-9.3.z-SNAPSHOT, build timestamp: unknown, git hash: unknown
2021-02-05 15:48:49 INFO  Server:419 - Started @3992ms
2021-02-05 15:48:49 WARN  Utils:66 - Service 'SparkUI' could not bind on port 4040. Attempting port 4041.
2021-02-05 15:48:49 INFO  AbstractConnector:278 - Started ServerConnector@2ea993af{HTTP/1.1,[http/1.1]}{0.0.0.0:4041}
2021-02-05 15:48:49 INFO  Utils:54 - Successfully started service 'SparkUI' on port 4041.
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@77192705{/jobs,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@2cf92cc7{/jobs/json,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@30ea8c23{/jobs/job,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@4e76dac{/jobs/job/json,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@611df6e3{/stages,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@5f2f577{/stages/json,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@6273c5a4{/stages/stage,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@41a90fa8{/stages/stage/json,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@3d8bbcdc{/stages/pool,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@52500920{/stages/pool/json,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@117e0fe5{/storage,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@18a3962d{/storage/json,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@78aea4b9{/storage/rdd,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@2a65bb85{/storage/rdd/json,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@4b85880b{/environment,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@4f936da8{/environment/json,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@4215838f{/executors,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@452ba1db{/executors/json,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@2289aca5{/executors/threadDump,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@76a36b71{/executors/threadDump/json,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@184497d1{/static,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@5bda80bf{/,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@71e5f61d{/api,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@fd46303{/jobs/job/kill,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@60d8c0dc{/stages/stage/kill,null,AVAILABLE,@Spark}
2021-02-05 15:48:49 INFO  SparkUI:54 - Bound SparkUI to 0.0.0.0, and started at http://ubuntu.internal.cloudapp.net:4041
2021-02-05 15:48:50 INFO  Executor:54 - Starting executor ID driver on host localhost
2021-02-05 15:48:50 INFO  Utils:54 - Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 32995.
2021-02-05 15:48:50 INFO  NettyBlockTransferService:54 - Server created on ubuntu.internal.cloudapp.net:32995
2021-02-05 15:48:50 INFO  BlockManager:54 - Using org.apache.spark.storage.RandomBlockReplicationPolicy for block replication policy
2021-02-05 15:48:50 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, ubuntu.internal.cloudapp.net, 32995, None)
2021-02-05 15:48:50 INFO  BlockManagerMasterEndpoint:54 - Registering block manager ubuntu.internal.cloudapp.net:32995 with 884.7 MB RAM, BlockManagerId(driver, ubuntu.internal.cloudapp.net, 32995, None)
2021-02-05 15:48:50 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, ubuntu.internal.cloudapp.net, 32995, None)
2021-02-05 15:48:50 INFO  BlockManager:54 - Initialized BlockManager: BlockManagerId(driver, ubuntu.internal.cloudapp.net, 32995, None)
2021-02-05 15:48:50 INFO  ContextHandler:781 - Started o.s.j.s.ServletContextHandler@77e80a5e{/metrics/json,null,AVAILABLE,@Spark}
2021-02-05 15:48:50 INFO  MemoryStore:54 - Block broadcast_0 stored as values in memory (estimated size 235.2 KB, free 884.5 MB)
2021-02-05 15:48:51 INFO  MemoryStore:54 - Block broadcast_0_piece0 stored as bytes in memory (estimated size 22.9 KB, free 884.4 MB)
